motion_alignment,clip_consistency,clip_text_alignment,dover_score,aesthetic_score,pick_score,dino_consistency
-0.39806699752807617,0.9717256243412311,30.023806713245534,0.7174334976369328,5.374987143057364,21.30066468980577,0.9533593792181749
