dino_consistency,clip_consistency,clip_text_alignment,aesthetic_score,dover_score,motion_alignment,pick_score
0.9748218999172632,0.9507024769599621,27.202947747265846,5.421766869227092,0.6991995541277103,-0.8585720106959343,21.933453270241067
