dino_consistency,pick_score,clip_text_alignment,motion_alignment,aesthetic_score,clip_consistency,dover_score
0.9719655674237471,21.586234905101637,26.320383937270552,-0.3263900801539421,5.092108571970904,0.9478332904668955,0.6409093403562249
