aesthetic_score,clip_consistency,pick_score,motion_alignment,clip_text_alignment,dino_consistency,dover_score
5.7350796593560105,0.9505833114186922,23.50091955396864,-2.0772876342137656,32.62960426895707,0.9706900690992674,0.7289615330347029
