aesthetic_score,clip_text_alignment,pick_score,motion_alignment,clip_consistency,dover_score,dino_consistency
5.100966630158601,25.405419243706593,20.01919845298485,-1.2776924173037212,0.9485851898789406,0.6464837562534681,0.9603226284186045
