pick_score,aesthetic_score,dover_score,dino_consistency,clip_text_alignment,motion_alignment,clip_consistency
22.39530529799285,5.601098742749956,0.7433773224331333,0.9886023597075388,25.578091903969096,-0.6256007179617882,0.9477199530945375
